"Interval start","of_packets","of_PACKET_IN","of_PACKET_OUT"
41.94,34,6,28
41.95,40,40,0
41.96,41,9,32
41.97,31,7,24
41.98,46,45,1
41.99,8,7,1
42,36,4,32
42.01,41,41,0
42.02,37,5,32
42.03,49,7,42
42.04,37,35,2
42.05,27,5,22
42.06,35,9,26
42.07,34,33,1
42.08,23,6,17
42.09,36,7,29
42.1,13,8,5
42.11,28,25,3
42.12,31,4,27
42.13,12,6,6
42.14,38,35,3
42.15,20,4,16
42.16,33,6,27
42.17,52,51,1
42.18,20,4,16
42.19,36,4,32
42.2,59,48,11
42.21,12,12,0
42.22,7,7,0
42.23,54,38,16
42.24,19,3,16
42.25,24,8,16
42.26,78,46,32
42.27,27,11,16
42.28,35,3,32
42.29,21,5,16
42.3,60,60,0
42.31,23,7,16
42.32,36,4,32
42.33,31,31,0
42.34,20,4,16
42.35,37,5,32
42.36,38,38,0
42.37,41,9,32
42.38,21,5,16
42.39,78,46,32
42.4,24,8,16
42.41,24,8,16
42.42,51,19,32
42.43,34,18,16
42.44,39,7,32
42.45,21,2,19
42.46,49,49,0
42.47,4,4,0
42.48,4,4,0
42.49,40,40,0
42.5,4,3,1
42.51,23,8,15
42.52,63,47,16
42.53,21,5,16
42.54,21,5,16
42.55,42,10,32
42.56,22,6,16
42.57,45,13,32
42.58,40,24,16
42.59,36,4,32
42.6,35,2,33
42.61,26,18,8
42.62,26,8,18
42.63,8,4,4
42.64,16,9,7
42.65,43,25,18
42.66,23,7,16
42.67,10,5,5
42.68,40,35,5
42.69,27,7,20
42.7,33,8,25
42.71,43,39,4
42.72,18,2,16
42.73,25,2,23
42.74,30,27,3
42.75,2,2,0
42.76,34,4,30
42.77,35,32,3
42.78,8,8,0
42.79,42,10,32
42.8,20,3,17
42.81,42,41,1
42.82,32,0,32
42.83,9,0,9
42.84,35,35,0
42.85,16,0,16
42.86,19,0,19
42.87,29,29,0
42.88,29,0,29
42.89,0,0,0
42.9,46,46,0
42.91,4,4,0
42.92,40,8,32
42.93,83,50,33
42.94,5,4,1
42.95,38,6,32
42.96,32,6,26
42.97,50,50,0
42.98,5,5,0
42.99,35,3,32
43,45,45,0
43.01,21,5,16
43.02,39,7,32
43.03,40,40,0
43.04,41,9,32
43.05,25,9,16
43.06,46,30,16
43.07,44,28,16
43.08,41,9,32
43.09,23,7,16
43.1,60,44,16
43.11,36,4,32
43.12,25,9,16
43.13,46,30,16
43.14,41,9,32
43.15,35,6,29
43.16,44,39,5
43.17,43,11,32
43.18,24,6,18
43.19,53,50,3
43.2,25,9,16
43.21,38,6,32
43.22,77,58,19
43.23,9,8,1
43.24,18,2,16
43.25,61,45,16
43.26,4,4,0
43.27,22,6,16
43.28,21,5,16
43.29,67,51,16
43.3,23,7,16
43.31,19,3,16
43.32,98,66,32
43.33,7,7,0
43.34,19,3,16
43.35,49,49,0
43.36,18,2,16
43.37,25,9,16
43.38,83,51,32
43.39,23,7,16
43.4,24,8,16
43.41,90,58,32
43.42,22,6,16
43.43,21,5,16
43.44,38,6,32
43.45,47,35,12
43.46,24,4,20
43.47,37,5,32
43.48,57,41,16
43.49,25,9,16
43.5,43,11,32
43.51,57,41,16
43.52,36,4,32
43.53,26,10,16
43.54,85,53,32
43.55,14,3,11
43.56,38,3,35
43.57,49,31,18
43.58,21,5,16
43.59,40,8,32
43.6,39,7,32
43.61,31,20,11
43.62,36,8,28
43.63,6,3,3
43.64,28,28,0
43.65,24,7,17
43.66,26,4,22
43.67,27,24,3
43.68,25,9,16
43.69,31,9,22
43.7,45,38,7
43.71,22,6,16
43.72,42,10,32
43.73,31,28,3
43.74,3,1,2
43.75,32,4,28
43.76,9,5,4
43.77,42,25,17
43.78,24,8,16
43.79,9,4,5
43.8,46,43,3
43.81,43,11,32
43.82,27,4,23
43.83,26,26,0
43.84,42,8,34
43.85,7,5,2
43.86,34,24,10
43.87,20,4,16
43.88,5,0,5
43.89,0,0,0
43.9,17,17,0
43.91,20,4,16
43.92,19,7,12
43.93,42,41,1
43.94,2,2,0
43.95,21,5,16
43.96,66,50,16
43.97,5,5,0
43.98,22,7,15
43.99,52,36,16
44,8,8,0
44.01,21,5,16
44.02,54,38,16
44.03,22,6,16
44.04,21,5,16
44.05,66,50,16
44.06,6,6,0
44.07,24,8,16
44.08,20,4,16
44.09,51,51,0
44.1,34,2,32
44.11,13,13,0
44.12,61,45,16
44.13,17,1,16
44.14,20,4,16
44.15,56,40,16
44.16,26,10,16
44.17,35,3,32
44.18,65,49,16
44.19,20,4,16
44.2,24,8,16
44.21,52,20,32
44.22,51,35,16
44.23,24,8,16
44.24,39,7,32
44.25,60,44,16
44.26,27,11,16
44.27,36,4,32
44.28,62,46,16
44.29,39,7,32
44.3,40,8,32
44.31,57,41,16
44.32,39,7,32
44.33,38,9,29
44.34,72,53,19
44.35,15,8,7
44.36,49,8,41
44.37,56,40,16
44.38,23,7,16
44.39,37,5,32
44.4,38,6,32
44.41,60,44,16
44.42,34,2,32
44.43,32,2,30
44.44,58,52,6
44.45,24,8,16
44.46,38,6,32
44.47,48,32,16
44.48,40,12,28
44.49,40,8,32
44.5,50,45,5
44.51,25,9,16
44.52,24,8,16
44.53,59,43,16
44.54,20,8,12
44.55,23,7,16
44.56,23,7,16
44.57,53,53,0
44.58,7,7,0
44.59,22,6,16
44.6,60,44,16
44.61,9,9,0
44.62,26,10,16
44.63,61,45,16
44.64,24,4,20
44.65,29,1,28
44.66,79,47,32
44.67,23,7,16
44.68,34,2,32
44.69,80,48,32
44.7,22,6,16
44.71,22,6,16
44.72,49,1,48
44.73,64,64,0
44.74,22,6,16
44.75,19,3,16
44.76,29,29,0
44.77,51,3,48
44.78,25,9,16
44.79,51,35,16
44.8,35,3,32
44.81,39,1,38
44.82,46,46,0
44.83,0,0,0
44.84,16,0,16
44.85,56,26,30
44.86,0,0,0
44.87,26,0,26
44.88,0,0,0
44.89,22,13,9
44.9,4,0,4
44.91,0,0,0
44.92,10,5,5
44.93,0,0,0
44.94,0,0,0
44.95,34,33,1
44.96,23,6,17
44.97,33,6,27
44.98,50,45,5
44.99,22,6,16
45,39,7,32
45.01,42,33,9
45.02,16,0,16
45.03,13,0,13
45.04,0,0,0
45.05,30,30,0
45.06,30,0,30
45.07,0,0,0
45.08,46,46,0
45.09,16,0,16
45.1,30,0,30
45.11,46,46,0
45.12,0,0,0
45.13,32,0,32
45.14,53,38,15
45.15,4,4,0
45.16,39,7,32
45.17,71,48,23
45.18,8,7,1
45.19,37,5,32
45.2,22,1,21
45.21,48,48,0
45.22,26,10,16
45.23,40,8,32
45.24,66,50,16
45.25,16,0,16
45.26,36,0,36
45.27,39,39,0
45.28,2,2,0
45.29,39,7,32
45.3,52,30,22
45.31,26,26,0
45.32,35,3,32
45.33,70,43,27
45.34,9,9,0
45.35,44,12,32
45.36,46,11,35
45.37,48,46,2
45.38,27,11,16
45.39,51,5,46
45.4,39,38,1
45.41,7,6,1
45.42,38,6,32
45.43,39,39,0
45.44,19,4,15
45.45,27,2,25
45.46,62,55,7
45.47,7,4,3
45.48,32,5,27
45.49,16,0,16
45.5,47,47,0
45.51,22,6,16
45.52,17,1,16
45.53,54,54,0
45.54,18,2,16
45.55,36,4,32
45.56,48,48,0
45.57,22,6,16
45.58,17,1,16
45.59,66,50,16
45.6,3,3,0
45.61,32,0,32
45.62,62,46,16
45.63,4,4,0
45.64,20,4,16
45.65,55,39,16
45.66,18,2,16
45.67,21,5,16
45.68,21,5,16
45.69,42,42,0
45.7,38,6,32
45.71,18,2,16
45.72,48,48,0
45.73,20,4,16
45.74,20,4,16
45.75,63,47,16
45.76,24,8,16
45.77,20,4,16
45.78,45,29,16
45.79,20,4,16
45.8,3,3,0
45.81,54,38,16
45.82,19,3,16
45.83,17,1,16
45.84,21,5,16
45.85,32,32,0
45.86,37,5,32
45.87,9,2,7
45.88,30,21,9
45.89,37,5,32
45.9,25,9,16
45.91,57,25,32
45.92,30,5,25
45.93,33,7,26
45.94,44,15,29
45.95,36,4,32
45.96,26,5,21
45.97,39,32,7
45.98,2,2,0
45.99,44,5,39
46,15,8,7
46.01,42,40,2
46.02,39,7,32
46.03,31,9,22
46.04,31,27,4
46.05,36,6,30
46.06,20,10,10
46.07,23,20,3
46.08,22,6,16
46.09,21,7,14
46.1,29,26,3
46.11,20,4,16
46.12,25,7,18
46.13,16,11,5
46.14,37,22,15
46.15,31,9,22
46.16,13,8,5
46.17,33,32,1
46.18,19,3,16
46.19,32,8,24
46.2,49,45,4
46.21,3,1,2
46.22,40,8,32
46.23,37,37,0
46.24,18,2,16
46.25,23,7,16
46.26,51,35,16
46.27,17,1,16
46.28,21,5,16
46.29,63,33,30
46.3,7,5,2
46.31,18,2,16
46.32,26,4,22
46.33,50,48,2
46.34,8,8,0
46.35,5,5,0
46.36,68,52,16
46.37,19,3,16
46.38,39,7,32
46.39,69,53,16
46.4,21,5,16
46.41,20,9,11
46.42,63,42,21
46.43,19,3,16
46.44,26,1,25
46.45,64,25,39
46.46,16,0,16
46.47,36,0,36
46.48,1,0,1
46.49,42,42,0
46.5,16,0,16
46.51,26,0,26
46.52,41,41,0
46.53,0,0,0
46.54,16,0,16
46.55,51,35,16
46.56,9,0,9
46.57,16,0,16
46.58,54,35,19
46.59,0,0,0
46.6,16,0,16
46.61,23,4,19
46.62,26,26,0
46.63,16,0,16
46.64,22,5,17
46.65,43,41,2
46.66,33,8,25
46.67,42,9,33
46.68,35,32,3
46.69,35,3,32
46.7,14,7,7
46.71,45,42,3
46.72,22,5,17
46.73,31,2,29
46.74,36,33,3
46.75,23,7,16
46.76,33,6,27
46.77,48,42,6
46.78,13,12,1
46.79,41,9,32
46.8,42,13,29
46.81,44,36,8
46.82,40,8,32
46.83,29,9,20
46.84,28,26,2
46.85,34,5,29
46.86,11,7,4
46.87,27,21,6
46.88,21,5,16
46.89,18,5,13
46.9,24,21,3
46.91,27,5,22
46.92,19,9,10
46.93,44,36,8
46.94,19,8,11
46.95,39,8,31
46.96,12,5,7
46.97,31,31,0
46.98,46,14,32
46.99,23,5,18
47,44,40,4
47.01,37,5,32
47.02,33,13,20
47.03,51,47,4
47.04,8,7,1
47.05,23,7,16
47.06,68,36,32
47.07,35,4,31
47.08,36,9,27
47.09,37,28,9
47.1,23,7,16
47.11,21,5,16
47.12,16,8,8
47.13,19,19,0
47.14,29,5,24
47.15,16,8,8
47.16,32,32,0
47.17,19,3,16
47.18,24,8,16
47.19,45,34,11
47.2,23,7,16
47.21,42,9,33
47.22,47,43,4
47.23,10,10,0
47.24,39,7,32
47.25,75,41,34
47.26,11,9,2
47.27,38,6,32
47.28,23,5,18
47.29,34,32,2
47.3,41,9,32
47.31,32,14,18
47.32,37,32,5
47.33,27,4,23
47.34,27,8,19
47.35,50,47,3
47.36,23,6,17
47.37,23,7,16
47.38,71,43,28
47.39,4,4,0
47.4,20,4,16
47.41,53,21,32
47.42,27,27,0
47.43,0,0,0
47.44,32,0,32
47.45,30,30,0
47.46,31,0,31
47.47,14,0,14
47.48,17,17,0
47.49,24,4,20
47.5,15,8,7
47.51,18,16,2
47.52,26,5,21
47.53,13,7,6
47.54,19,16,3
47.55,20,3,17
47.56,8,4,4
47.57,25,19,6
47.58,25,6,19
47.59,14,7,7
47.6,14,7,7
47.61,18,16,2
47.62,25,7,18
47.63,15,7,8
47.64,23,11,12
47.65,17,9,8
47.66,15,7,8
47.67,40,38,2
47.68,4,4,0
47.69,24,8,16
47.7,49,33,16
47.71,22,6,16
47.72,20,4,16
47.73,66,35,31
47.74,6,6,0
47.75,43,3,40
47.76,15,7,8
47.77,36,36,0
47.78,20,4,16
47.79,36,6,30
47.8,59,56,3
47.81,21,5,16
47.82,22,6,16
47.83,48,48,0
47.84,21,5,16
47.85,26,10,16
47.86,52,36,16
47.87,10,10,0
47.88,38,6,32
47.89,55,23,32
47.9,31,15,16
47.91,19,3,16
47.92,20,4,16
47.93,40,40,0
47.94,40,8,32
47.95,21,5,16
47.96,73,57,16
47.97,8,8,0
47.98,34,2,32
47.99,69,53,16
48,10,4,6
48.01,33,8,25
48.02,45,44,1
48.03,5,5,0
48.04,40,8,32
48.05,62,46,16
48.06,9,9,0
48.07,38,6,32
48.08,38,6,32
48.09,63,53,10
48.1,29,7,22
48.11,50,2,48
48.12,63,47,16
48.13,37,5,32
48.14,38,6,32
48.15,56,40,16
48.16,38,6,32
48.17,39,7,32
48.18,30,6,24
48.19,54,54,0
48.2,26,10,16
48.21,73,41,32
48.22,26,10,16
48.23,37,5,32
48.24,36,6,30
48.25,48,47,1
48.26,43,11,32
48.27,35,5,30
48.28,50,49,1
48.29,22,6,16
48.3,46,4,42
48.31,52,49,3
48.32,22,6,16
48.33,38,6,32
48.34,66,51,15
48.35,24,7,17
48.36,30,14,16
48.37,80,43,37
48.38,21,5,16
48.39,28,12,16
48.4,37,6,31
48.41,35,34,1
48.42,43,5,38
48.43,18,10,8
48.44,31,28,3
48.45,22,6,16
48.46,21,2,19
48.47,19,16,3
48.48,25,7,18
48.49,18,8,10
48.5,24,21,3
48.51,25,4,21
48.52,13,6,7
48.53,29,23,6
48.54,23,7,16
48.55,24,9,15
48.56,10,5,5
48.57,30,14,16
48.58,12,6,6
48.59,30,16,14
48.6,31,29,2
48.61,23,7,16
48.62,26,3,23
48.63,23,22,1
48.64,31,5,26
48.65,6,3,3
48.66,26,25,1
48.67,18,2,16
48.68,24,7,17
48.69,53,45,8
48.7,12,12,0
48.71,7,7,0
48.72,22,6,16
48.73,56,40,16
48.74,23,7,16
48.75,38,6,32
48.76,52,36,16
48.77,24,8,16
48.78,41,9,32
48.79,63,38,25
48.8,22,6,16
48.81,38,6,32
48.82,31,25,6
48.83,36,36,0
48.84,23,7,16
48.85,72,56,16
48.86,6,6,0
48.87,18,2,16
48.88,21,5,16
48.89,64,48,16
48.9,19,3,16
48.91,19,3,16
48.92,51,35,16
48.93,22,6,16
48.94,19,3,16
48.95,56,40,16
48.96,22,6,16
48.97,32,0,32
48.98,82,50,32
48.99,24,8,16
49,22,6,16
49.01,87,55,32
49.02,20,4,16
49.03,30,14,16
49.04,39,7,32
49.05,66,50,16
49.06,37,5,32
49.07,34,2,32
49.08,63,48,15
49.09,22,5,17
49.1,38,2,36
49.11,42,42,0
49.12,0,0,0
49.13,32,0,32
49.14,45,35,10
49.15,16,0,16
49.16,19,0,19
49.17,41,41,0
49.18,0,0,0
49.19,16,0,16
49.2,25,0,25
49.21,50,50,0
49.22,16,0,16
49.23,16,0,16
49.24,63,45,18
49.25,5,5,0
49.26,39,7,32
49.27,84,56,28
49.28,19,3,16
49.29,24,8,16
49.3,64,48,16
49.31,5,5,0
49.32,25,14,11
49.33,47,26,21
49.34,35,35,0
49.35,7,7,0
49.36,32,0,32
49.37,60,60,0
49.38,32,0,32
49.39,32,0,32
49.4,61,45,16
49.41,0,0,0
49.42,32,0,32
49.43,51,35,16
49.44,32,0,32
49.45,16,0,16
49.46,37,21,16
49.47,16,0,16
49.48,16,0,16
49.49,53,21,32
49.5,16,0,16
49.51,5,0,5
49.52,0,0,0
49.53,39,39,0
49.54,21,5,16
49.55,34,4,30
49.56,43,43,0
49.57,6,5,1
49.58,10,6,4
49.59,51,39,12
49.6,4,4,0
49.61,33,4,29
49.62,45,26,19
49.63,39,23,16
49.64,32,0,32
49.65,46,30,16
49.66,32,0,32
49.67,21,0,21
49.68,0,0,0
49.69,42,42,0
49.7,39,7,32
49.71,24,4,20
49.72,52,48,4
49.73,22,6,16
49.74,39,7,32
49.75,64,49,15
49.76,25,8,17
49.77,35,0,35
49.78,37,37,0
49.79,16,0,16
49.8,21,0,21
49.81,34,34,0
49.82,0,0,0
49.83,16,0,16
49.84,18,0,18
49.85,40,40,0
49.86,16,0,16
49.87,24,0,24
49.88,35,35,0
49.89,16,0,16
49.9,19,0,19
49.91,35,35,0
49.92,0,0,0
49.93,32,0,32
49.94,33,30,3
49.95,0,0,0
49.96,30,0,30
49.97,24,24,0
49.98,16,0,16
49.99,8,0,8
50,0,0,0
50.01,40,40,0
50.02,40,0,40
50.03,0,0,0
50.04,46,46,0
50.05,0,0,0
50.06,0,0,0
50.07,34,34,0
50.08,0,0,0
50.09,32,0,32
50.1,65,33,32
50.11,16,0,16
50.12,33,0,33
50.13,20,20,0
50.14,20,0,20
50.15,0,0,0
50.16,0,0,0
50.17,21,13,8
50.18,5,0,5
50.19,0,0,0
50.2,23,23,0
50.21,23,0,23
50.22,0,0,0
50.23,31,31,0
50.24,17,4,13
50.25,23,4,19
50.26,52,41,11
50.27,4,4,0
50.28,17,1,16
50.29,73,47,26
50.3,0,0,0
50.31,16,0,16
50.32,31,0,31
50.33,47,47,0
50.34,16,0,16
50.35,16,0,16
50.36,56,41,15
50.37,7,7,0
50.38,33,1,32
50.39,49,33,16
50.4,2,2,0
50.41,28,4,24
50.42,52,34,18
50.43,7,4,3
50.44,31,15,16
50.45,68,29,39
50.46,22,5,17
50.47,22,6,16
50.48,14,7,7
50.49,37,21,16
50.5,5,0,5
50.51,0,0,0
50.52,21,21,0
50.53,21,0,21
50.54,0,0,0
50.55,29,29,0
50.56,29,0,29
50.57,0,0,0
50.58,40,40,0
50.59,16,0,16
50.6,24,0,24
50.61,37,37,0
50.62,7,7,0
50.63,39,7,32
50.64,37,9,28
50.65,32,32,0
50.66,20,4,16
50.67,26,3,23
50.68,33,20,13
50.69,20,7,13
50.7,13,6,7
50.71,41,38,3
50.72,37,5,32
50.73,22,7,15
50.74,51,47,4
50.75,2,2,0
50.76,26,0,26
50.77,63,44,19
50.78,0,0,0
50.79,16,0,16
50.8,28,0,28
50.81,22,22,0
50.82,22,0,22
50.83,0,0,0
50.84,19,19,0
50.85,19,0,19
50.86,0,0,0
50.87,23,23,0
50.88,31,4,27
50.89,5,4,1
50.9,10,4,6
50.91,21,20,1
50.92,31,9,22
50.93,24,10,14
50.94,23,19,4
50.95,25,4,21
50.96,13,6,7
50.97,30,30,0
50.98,39,8,31
50.99,19,6,13
51,23,15,8
51.01,15,4,11
51.02,10,7,3
51.03,35,28,7
51.04,32,4,28
51.05,16,9,7
51.06,43,36,7
51.07,5,4,1
51.08,21,5,16
51.09,32,5,27
51.1,24,22,2
51.11,18,2,16
51.12,16,4,12
51.13,20,19,1
51.14,26,5,21
51.15,8,3,5
51.16,10,6,4
51.17,15,7,8
51.18,18,9,9
51.19,11,6,5
51.2,24,12,12
51.21,6,2,4
51.22,4,2,2
51.23,17,9,8
51.24,17,8,9
51.25,19,16,3
51.26,27,7,20
51.27,11,6,5
51.28,18,9,9
51.29,39,38,1
51.3,39,7,32
51.31,26,7,19
51.32,32,31,1
51.33,27,6,21
51.34,24,4,20
51.35,34,31,3
51.36,26,9,17
51.37,35,9,26
51.38,47,36,11
51.39,23,7,16
51.4,25,3,22
51.41,17,14,3
51.42,18,4,14
51.43,13,6,7
51.44,14,7,7
51.45,40,37,3
51.46,38,5,33
51.47,18,6,12
51.48,28,27,1
51.49,20,4,16
51.5,28,7,21
51.51,14,11,3
51.52,16,4,12
51.53,16,10,6
51.54,19,8,11
51.55,13,6,7
51.56,14,7,7
51.57,28,24,4
51.58,7,4,3
51.59,25,2,23
51.6,12,6,6
51.61,21,21,0
51.62,29,4,25
51.63,16,8,8
51.64,39,37,2
51.65,6,6,0
51.66,36,4,32
51.67,40,26,14
51.68,18,2,16
51.69,25,8,17
51.7,27,23,4
51.71,28,14,14
51.72,33,6,27
51.73,46,42,4
51.74,11,11,0
51.75,40,8,32
51.76,29,2,27
51.77,31,31,0
51.78,38,6,32
51.79,17,6,11
51.8,29,28,1
51.81,9,4,5
51.82,39,7,32
51.83,12,6,6
51.84,20,10,10
51.85,10,5,5
51.86,18,9,9
51.87,13,6,7
51.88,4,3,1
51.89,22,14,8
51.9,25,9,16
51.91,13,6,7
51.92,12,6,6
51.93,37,33,4
51.94,49,11,38
51.95,13,6,7
51.96,26,24,2
51.97,30,4,26
51.98,10,6,4
51.99,35,31,4
52,23,6,17
52.01,22,6,16
52.02,27,17,10
52.03,25,9,16
52.04,19,6,13
52.05,43,32,11
52.06,6,5,1
52.07,41,11,30
52.08,16,4,12
52.09,27,27,0
52.1,35,7,28
52.11,10,2,8
52.12,16,16,0
52.13,26,6,20
52.14,19,9,10
52.15,15,14,1
52.16,24,5,19
52.17,14,7,7
52.18,32,31,1
52.19,35,3,32
52.2,20,10,10
52.21,41,31,10
52.22,31,5,26
52.23,11,5,6
52.24,12,6,6
52.25,40,20,20
52.26,0,0,0
52.27,0,0,0
52.28,31,31,0
52.29,31,0,31
52.3,0,0,0
52.31,42,42,0
52.32,16,0,16
52.33,26,0,26
52.34,17,17,0
52.35,17,0,17
52.36,0,0,0
52.37,22,22,0
52.38,6,6,0
52.39,34,3,31
52.4,24,13,11
52.41,41,39,2
52.42,36,7,29
52.43,25,4,21
52.44,34,32,2
52.45,25,9,16
52.46,22,6,16
52.47,53,53,0
52.48,9,9,0
52.49,9,0,9
52.5,55,39,16
52.51,26,0,26
52.52,22,0,22
52.53,43,27,16
52.54,32,0,32
52.55,20,0,20
52.56,0,0,0
52.57,22,22,0
52.58,22,0,22
52.59,0,0,0
52.6,17,17,0
52.61,17,0,17
52.62,0,0,0
52.63,20,20,0
52.64,20,0,20
52.65,0,0,0
52.66,34,34,0
52.67,0,0,0
52.68,34,0,34
52.69,30,30,0
52.7,0,0,0
52.71,30,0,30
52.72,0,0,0
52.73,46,46,0
52.74,32,0,32
52.75,14,0,14
52.76,48,48,0
52.77,16,0,16
52.78,32,0,32
52.79,22,22,0
52.8,22,0,22
52.81,0,0,0
52.82,16,16,0
52.83,16,0,16
52.84,0,0,0
52.85,22,22,0
52.86,22,0,22
52.87,0,0,0
52.88,0,0,0
52.89,36,20,16
52.9,4,0,4
52.91,0,0,0
52.92,40,37,3
52.93,26,10,16
52.94,44,8,36
52.95,59,56,3
52.96,8,8,0
52.97,23,7,16
52.98,59,43,16
52.99,3,3,0
53,21,5,16
53.01,61,45,16
53.02,14,14,0
53.03,37,5,32
53.04,41,9,32
53.05,40,40,0
53.06,28,12,16
53.07,41,9,32
53.08,74,58,16
53.09,22,6,16
53.1,38,8,30
53.11,64,46,18
53.12,25,9,16
53.13,37,6,31
53.14,55,38,17
53.15,26,10,16
53.16,28,12,16
53.17,68,36,32
53.18,6,6,0
53.19,36,4,32
53.2,36,4,32
53.21,56,56,0
53.22,23,7,16
53.23,36,4,32
53.24,59,43,16
53.25,32,0,32
53.26,32,0,32
53.27,55,25,30
53.28,25,0,25
53.29,0,0,0
53.3,26,26,0
53.31,27,10,17
53.32,40,11,29
53.33,36,32,4
53.34,21,5,16
53.35,35,11,24
53.36,17,6,11
53.37,25,24,1
53.38,29,3,26
53.39,11,7,4
53.4,37,33,4
53.41,19,3,16
53.42,21,5,16
53.43,63,54,9
53.44,3,3,0
53.45,18,2,16
53.46,60,44,16
53.47,2,2,0
53.48,22,6,16
53.49,68,36,32
53.5,5,5,0
53.51,26,10,16
53.52,20,4,16
53.53,37,21,16
53.54,24,8,16
53.55,16,0,16
53.56,41,25,16
53.57,23,7,16
53.58,50,12,38
53.59,37,28,9
53.6,27,11,16
53.61,44,11,33
53.62,28,23,5
53.63,30,7,23
53.64,12,6,6
53.65,38,28,10
53.66,20,0,20
53.67,0,0,0
53.68,0,0,0
53.69,17,17,0
53.7,17,0,17
53.71,0,0,0
53.72,14,14,0
53.73,36,11,25
53.74,12,6,6
53.75,33,31,2
53.76,22,6,16
53.77,19,0,19
53.78,26,26,0
53.79,21,5,16
53.8,29,7,22
53.81,31,23,8
53.82,15,0,15
53.83,0,0,0
53.84,0,0,0
53.85,16,16,0
53.86,16,0,16
53.87,0,0,0
53.88,22,22,0
53.89,22,0,22
53.9,0,0,0
53.91,20,20,0
53.92,20,0,20
53.93,0,0,0
53.94,47,46,1
53.95,1,1,0
53.96,18,2,16
53.97,71,37,34
53.98,18,18,0
53.99,37,5,32
54,28,1,27
54.01,35,35,0
54.02,37,1,36
54.03,0,0,0
54.04,41,41,0
54.05,16,0,16
54.06,25,0,25
54.07,52,51,1
54.08,17,1,16
54.09,41,3,38
54.1,2,1,1
54.11,44,44,0
54.12,19,3,16
54.13,59,43,16
54.14,3,3,0
54.15,33,1,32
54.16,45,1,44
54.17,49,49,0
54.18,34,2,32
54.19,19,0,19
54.2,36,35,1
54.21,8,3,5
54.22,34,1,33
54.23,46,46,0
54.24,17,1,16
54.25,34,2,32
54.26,26,25,1
54.27,19,2,17
54.28,12,1,11
54.29,0,0,0
54.3,8,8,0
54.31,8,0,8
54.32,0,0,0
54.33,28,28,0
54.34,30,1,29
54.35,8,4,4
54.36,25,24,1
54.37,25,1,24
54.38,4,2,2
54.39,18,17,1
54.4,16,0,16
54.41,2,1,1
54.42,23,23,0
54.43,24,1,23
54.44,1,0,1
54.45,0,0,0
54.46,44,44,0
54.47,17,1,16
54.48,33,2,31
54.49,34,34,0
54.5,32,0,32
54.51,15,3,12
54.52,35,34,1
54.53,16,1,15
54.54,24,2,22
54.55,20,18,2
54.56,18,1,17
54.57,4,2,2
54.58,21,21,0
54.59,25,2,23
54.6,16,8,8
54.61,37,35,2
54.62,17,1,16
54.63,20,1,19
54.64,2,1,1
54.65,38,22,16
54.66,10,2,8
54.67,7,4,3
54.68,22,11,11
54.69,5,4,1
54.7,4,0,4
54.71,1,1,0
54.72,5,2,3
54.73,2,1,1
54.74,19,19,0
54.75,23,2,21
54.76,0,0,0
54.77,21,17,4
54.78,13,0,13
54.79,4,3,1
54.8,4,1,3
54.81,14,14,0
54.82,16,1,15
54.83,4,2,2
54.84,18,9,9
54.85,2,1,1
54.86,0,0,0
54.87,2,1,1
54.88,0,0,0
54.89,10,5,5
54.9,4,2,2
54.91,8,4,4
54.92,0,0,0
54.93,2,1,1
54.94,2,1,1
54.95,4,2,2
54.96,0,0,0
54.97,29,29,0
54.98,17,0,17
54.99,12,0,12
55,32,32,0
55.01,12,1,11
55.02,23,1,22
55.03,31,25,6
55.04,1,1,0
55.05,29,4,25
55.06,4,2,2
55.07,22,22,0
55.08,22,0,22
55.09,6,6,0
55.1,34,28,6
55.11,32,2,30
55.12,0,0,0
55.13,38,38,0
55.14,46,4,42
55.15,0,0,0
55.16,29,28,1
55.17,29,1,28
55.18,4,2,2
55.19,37,37,0
55.2,19,3,16
55.21,28,2,26
55.22,28,27,1
55.23,29,3,26
55.24,9,3,6
55.25,27,25,2
55.26,0,0,0
55.27,25,1,24
55.28,4,2,2
55.29,13,13,0
55.3,21,4,17
55.31,0,0,0
55.32,8,4,4
55.33,4,2,2
55.34,4,2,2
55.35,8,7,1
55.36,36,28,8
55.37,28,1,27
55.38,22,22,0
55.39,22,6,16
55.4,18,3,15
55.41,17,17,0
55.42,19,3,16
55.43,4,0,4
55.44,0,0,0
55.45,18,18,0
55.46,22,2,20
55.47,1,1,0
55.48,19,17,2
55.49,16,0,16
55.5,0,0,0
55.51,28,26,2
55.52,24,0,24
55.53,2,1,1
55.54,24,24,0
55.55,20,4,16
55.56,12,0,12
55.57,21,19,2
55.58,7,7,0
55.59,27,3,24
55.6,5,1,4
55.61,33,33,0
55.62,20,4,16
55.63,26,3,23
55.64,40,39,1
55.65,19,3,16
55.66,26,0,26
55.67,35,29,6
55.68,0,0,0
55.69,23,0,23
55.7,15,14,1
55.71,17,2,15
55.72,4,2,2
55.73,10,7,3
55.74,10,3,7
55.75,6,3,3
55.76,4,2,2
55.77,23,23,0
55.78,29,3,26
55.79,6,3,3
55.8,23,23,0
55.81,20,4,16
55.82,11,0,11
55.83,23,21,2
55.84,25,3,22
55.85,2,1,1
55.86,4,2,2
55.87,22,11,11
55.88,0,0,0
55.89,11,7,4
55.9,11,4,7
55.91,6,3,3
55.92,2,1,1
